playername,position,kills,deaths,assists,dpm,damageshare,wardsplaced,wpm,visionscore,vspm,totalgold,earnedgold,earned gpm,damagetochampions,minionkills,monsterkills,result,win_percent
DNK,jng,2.4423076923076925,3.173076923076923,7.269230769230769,312.61468653846157,0.1507506846153846,9.211538461538462,0.28286346153846154,56.13461538461539,1.731292307692308,10900.961538461539,6673.615384615385,206.32432884615386,10260.288461538461,32.59615384615385,135.6153846153846,0.5384615384615384,0.0
DOMOLES,mid,3.1659090909090906,2.0522727272727272,3.3886363636363637,722.5255545454546,0.21322555227272727,5.3136363636363635,0.24750454545454545,15.304545454545455,0.6980068181818182,8802.738636363636,5979.845454545455,276.29076136363636,16081.115909090908,174.33181818181816,5.552272727272727,0.2727272727272727,0.0
DOMOLES,top,3.15,2.0999999999999996,3.1499999999999995,531.78775,0.15508535,10.149999999999999,0.33140000000000003,49.349999999999994,1.5733,11772.599999999999,7821.799999999999,253.21320000000003,16049.599999999999,218.39999999999998,12.25,0.5,0.0
DONGGY,mid,3.4242424242424243,2.303030303030303,7.545454545454546,536.3878242424242,0.22887860606060606,12.878787878787879,0.4151575757575758,37.72727272727273,1.2264181818181819,11866.060606060606,7851.30303030303,260.2286393939394,16071.30303030303,233.06060606060606,5.393939393939394,0.5151515151515151,0.0
DOOM,jng,1.286046511627907,2.4744186046511625,6.706976744186046,367.1040069767442,0.10263301999999999,7.911627906976744,0.35580232558139535,30.962790697674414,1.3799813953488371,7014.993023255813,4104.588372093023,186.71510697674418,8183.423255813952,12.193023255813953,96.03023255813952,0.46511627906976744,0.0
DUCK Hiccup1357,sup,2.0999999999999996,2.0999999999999996,12.6,327.8974,0.06753089,17.5,0.9387,53.199999999999996,2.8536,5827.5,3352.2999999999997,179.8123,6113.099999999999,15.399999999999999,0.0,1.0,0.0
DWT Pepero,bot,3.75,3.75,5.0,624.125125,0.268896,11.75,0.40415,31.0,1.0496750000000001,11508.0,7690.75,255.603025,19462.75,226.5,5.0,0.25,0.25
DaJeung,mid,3.225,3.125,4.525,544.2008275000001,0.253696625,9.4,0.32508499999999996,27.25,0.943835,10700.95,6994.875,247.751465,15551.625,215.025,4.2,0.375,0.0
DaMimZ,top,0.7,5.6,2.8,513.3375,0.1438941,6.3,0.3337,9.1,0.4821,4968.599999999999,2465.3999999999996,130.6057,9690.099999999999,83.3,2.0999999999999996,0.0,0.0
Daglas,jng,1.9342592592592591,2.4574074074074073,7.0055555555555555,373.4517287037037,0.1222706349074074,8.850925925925926,0.32962592592592593,38.78148148148148,1.4669990740740741,8995.36574074074,5568.837037037038,214.0471212962963,9804.051851851851,19.383333333333333,130.11388888888888,0.5185185185185185,0.46153846153846156
DahVys,jng,2.17,2.7299999999999995,3.0799999999999996,314.31732999999997,0.11118765,10.01,0.46212,33.809999999999995,1.56087,7262.92,4418.68,206.58402,6647.2699999999995,17.009999999999998,112.83999999999999,0.2,0.0
Dahlia,sup,0.35,3.1230769230769226,5.142307692307692,210.06866923076922,0.06633011807692307,37.77307692307692,1.7524038461538463,71.29230769230769,3.3010884615384617,5186.703846153846,2433.4692307692308,114.47218076923076,4374.488461538462,30.907692307692304,0.0,0.19230769230769232,0.0
Daisy,jng,1.854054054054054,1.7594594594594593,5.505405405405405,306.6620918918919,0.09813967648648647,10.99189189189189,0.5007810810810811,39.25675675675676,1.7725243243243243,7339.064864864864,4463.72972972973,207.79236486486488,6529.354054054053,12.637837837837838,97.09189189189188,0.5675675675675675,0.0
Daisy,mid,1.7499999999999998,2.8,0.35,318.10965,0.13897695,6.999999999999999,0.3507,19.95,1.01705,7009.099999999999,4424.349999999999,228.27689999999998,6123.949999999999,144.2,5.949999999999999,0.0,0.0
Dajor,mid,2.4277777777777776,2.17037037037037,4.033333333333333,615.6788777777778,0.21011354444444444,11.337037037037035,0.44177037037037037,33.55185185185185,1.295901851851852,10474.833333333334,7133.455555555555,280.2098648148148,15540.82037037037,218.65185185185183,8.61111111111111,0.42592592592592593,0.35294117647058826
Dal,top,1.705392156862745,1.9799019607843136,3.105392156862745,473.2714720588236,0.1516281419607843,7.034313725490196,0.3112127450980392,21.106372549019607,0.9159171568627451,8475.119607843137,5488.724019607843,240.6262343137255,10868.560294117646,168.50098039215686,4.948039215686274,0.45098039215686275,0.0
Damage,sup,0.5172413793103449,3.413793103448276,8.563218390804598,150.77516781609194,0.07073077011494253,54.96551724137931,1.6526367816091956,106.02298850574712,3.1891620689655173,7736.850574712644,3427.390804597701,103.39740804597702,4966.747126436781,35.96551724137931,0.11494252873563218,0.45977011494252873,0.0
Dan,jng,0.7999999999999999,1.6999999999999997,8.1,320.0862571428571,0.08178598,6.0,0.29404285714285716,24.9,1.2104857142857142,6426.599999999999,3717.5,182.99518571428572,6587.699999999999,10.5,87.0,0.5714285714285714,0.0
Dancer,sup,0.375,3.6,6.1,173.083825,0.0496695775,38.074999999999996,1.6044214285714287,73.12499999999999,3.0886214285714284,5465.699999999999,2414.7,103.53453214285715,3954.075,23.925,0.15,0.32142857142857145,0.0
Danrengui,sup,0.2333333333333333,2.4499999999999997,5.949999999999999,196.63363333333334,0.06067395833333333,27.53333333333333,1.2501,55.883333333333326,2.4549833333333333,5183.15,2256.2166666666667,99.15438333333333,4384.916666666667,11.783333333333331,0.6999999999999998,0.6666666666666666,0.0
Danteh,bot,3.6153846153846154,3.6538461538461537,4.038461538461538,541.2841653846154,0.2690679615384615,7.115384615384615,0.2481346153846154,28.346153846153847,0.9790115384615384,12085.538461538461,8288.038461538461,289.23265,15610.923076923076,241.46153846153845,13.961538461538462,0.34615384615384615,0.0
Daption,sup,0.7642201834862385,2.4211009174311924,6.505504587155962,212.62254678899083,0.0595057252293578,34.89082568807339,1.5941284403669724,69.05596330275229,3.1707642201834862,5521.824770642201,2693.612844036697,127.40753944954129,4521.691743119266,24.08256880733945,0.2440366972477064,0.5688073394495413,0.0
Dardoch,jng,2.35735294117647,2.038235294117647,5.7029411764705875,459.9133544117647,0.12374269867647059,4.951470588235294,0.2269235294117647,29.82205882352941,1.3593117647058823,7972.125,5148.016176470588,240.58633529411765,9888.066176470587,16.645588235294117,120.4205882352941,0.5735294117647058,0.0
Dardoch,sup,0.4052631578947368,2.1368421052631574,7.110526315789474,205.61381842105263,0.05872488078947368,24.776315789473685,1.1514710526315788,54.21315789473684,2.5487447368421052,5355.607894736841,2610.4105263157894,127.44668157894736,4190.863157894736,22.602631578947367,0.11052631578947367,0.47368421052631576,0.0
Darlik,sup,0.7,6.3,1.4,131.6512,0.06944805,21.7,1.1503,46.199999999999996,2.449,4350.5,1848.6999999999998,97.9963,2483.6,25.9,0.0,0.0,0.0
Darshan,top,1.05,2.1699999999999995,2.59,402.8085,0.1486513,8.4,0.38852000000000003,19.74,0.9034700000000001,7418.459999999999,4618.11,218.4583,8598.17,151.9,2.7299999999999995,0.5,0.0
Darwin,jng,1.7078014184397161,2.174468085106383,5.421276595744681,352.9440156028369,0.1139565074468085,7.953191489361701,0.3725049645390071,33.93758865248227,1.5682028368794327,7444.380851063829,4646.143262411347,217.4441241134752,7584.127659574468,18.840425531914892,105.71489361702127,0.45390070921985815,0.0
DasheR,mid,4.610062893081761,2.056603773584906,6.622641509433962,725.5769767295598,0.2780195534591195,12.955974842767295,0.422777358490566,37.088050314465406,1.195676100628931,13505.572327044025,9454.805031446542,309.30608679245285,22571.37106918239,268.0062893081761,6.79874213836478,0.6792452830188679,0.43902439024390244
Davemon,mid,2.0124999999999997,2.8,3.2375,594.4791375,0.16611035,6.6499999999999995,0.2996875,18.724999999999998,0.829375,7938.699999999999,5012.0875,223.1533,14205.8,156.0125,3.5874999999999995,0.5,0.0
Dawciu,jng,2.4499999999999997,2.3625,6.2124999999999995,448.279725,0.10647182,3.6749999999999994,0.1712875,22.487499999999997,1.035275,7652.224999999999,4830.0875,228.87087499999998,9526.125,16.1,114.3625,0.625,0.0
Daystar,mid,3.3836601307189538,2.084313725490196,4.954248366013072,741.7794738562092,0.2309072411764706,10.630718954248366,0.41734183006535946,29.18954248366013,1.1288156862745098,10945.764705882353,7621.700653594771,299.10492352941174,18956.807843137256,216.7934640522876,8.516339869281046,0.5359477124183006,0.0
Deadhound,bot,1.8941176470588232,1.9764705882352938,5.188235294117646,518.4890647058824,0.15753489294117645,8.358823529411765,0.40431764705882356,20.38235294117647,0.983270588235294,7921.405882352941,5172.341176470588,247.9185705882353,10811.25294117647,155.48235294117646,2.347058823529412,0.47058823529411764,0.0
Deadly,bot,2.507272727272727,1.489090909090909,3.8309090909090906,693.0588636363636,0.2104406818181818,8.34909090909091,0.3618509090909091,28.87818181818182,1.2463563636363637,10327.647272727272,7306.192727272727,314.3967272727273,16219.114545454544,207.95090909090908,14.827272727272728,0.5454545454545454,0.0
Deamon,jng,0.7,3.5,2.6249999999999996,282.728775,0.11270314999999999,2.2749999999999995,0.112375,17.5,0.8457,6116.424999999999,3535.8749999999995,177.296875,5646.025,12.774999999999999,93.975,0.0,0.0
Deathwalker,bot,3.6555555555555554,2.255555555555555,3.9666666666666663,589.3214111111112,0.16358035555555556,4.199999999999999,0.21103333333333332,15.477777777777776,0.7671888888888889,8440.366666666665,5807.977777777777,287.98265555555554,11870.288888888888,143.03333333333333,2.9555555555555553,0.4444444444444444,0.0
Debounair,mid,2.0999999999999996,2.391666666666666,4.374999999999999,564.2687833333333,0.15700189166666664,6.591666666666666,0.32755,18.666666666666668,0.9216333333333333,7818.708333333333,5139.925,250.90868333333333,11440.800000000001,163.15833333333333,1.7499999999999998,0.3333333333333333,0.0
Dec0y,top,1.6270270270270268,2.2135135135135133,3.745945945945946,530.1145756756757,0.14849565405405404,6.413513513513513,0.3006135135135135,13.82972972972973,0.6449513513513513,7658.113513513512,4872.227027027026,230.24211891891892,11338.599999999999,151.59729729729727,2.4405405405405403,0.40540540540540543,0.0
Decade,top,1.6648936170212767,2.5904255319148937,3.228723404255319,467.11535212765955,0.19499178085106383,12.577659574468084,0.4356404255319149,30.061702127659572,1.047786170212766,10596.678723404255,6891.048936170212,243.7144574468085,13166.309574468083,223.0563829787234,8.869148936170212,0.35106382978723405,0.26785714285714285
Decay,mid,3.154320987654321,1.4,3.4481481481481477,620.5218098765432,0.19321606543209874,9.75679012345679,0.42047530864197535,26.64320987654321,1.1519567901234566,10093.904938271604,7085.304938271604,307.16790123456786,14405.904938271602,207.4333333333333,6.576543209876542,0.48148148148148145,0.0
Decoy,sup,0.675,3.025,10.9,193.9550275,0.08442116499999999,43.75,1.35826,85.925,2.678765,7707.325,3582.525,114.9489925,6026.1,28.025,0.3,0.525,0.0
Deft,bot,4.037634408602151,1.9731182795698925,5.376344086021505,691.2553225806452,0.29364672043010753,18.462365591397848,0.5624424731182796,50.82795698924731,1.543738172043011,14214.231182795698,9977.790322580646,307.9666252688172,22780.978494623654,281.80645161290323,15.865591397849462,0.5645161290322581,0.5645161290322581
Delicate,top,1.5076923076923074,1.1307692307692307,3.5,368.1133230769231,0.13965440461538461,3.230769230769231,0.1505076923076923,22.4,0.969323076923077,8274.26923076923,5290.546153846153,230.34162307692307,8530.199999999999,163.69230769230768,5.4923076923076914,0.5384615384615384,0.0
Delight,sup,0.7468354430379747,2.147679324894515,9.742616033755274,166.01000084388184,0.0714225194092827,53.0042194092827,1.639768776371308,108.56118143459915,3.362959493670886,8179.898734177215,4000.974683544304,127.30751392405062,5280.122362869199,40.77637130801688,0.31223628691983124,0.6919831223628692,0.6919831223628692
DenVoksne,bot,3.4477611940298507,1.5776119402985074,4.4089552238805965,699.6645253731343,0.21049619552238805,7.323880597014925,0.3243716417910448,26.735820895522387,1.1964044776119402,10038.376119402985,7133.731343283581,321.97136119402984,15714.89552238806,194.87164179104477,10.970149253731341,0.6716417910447762,0.0
Denathor,top,2.497014925373134,2.2044776119402982,3.9283582089552236,571.7971940298507,0.151401503880597,7.564179104477612,0.34662089552238806,17.44776119402985,0.7919149253731343,8584.194029850747,5751.011940298507,267.57156119402987,12332.526865671642,162.28507462686565,2.4865671641791045,0.5223880597014925,0.0
Densi,jng,1.6916666666666667,2.1777777777777776,5.716666666666666,380.24654166666664,0.1103002211111111,8.477777777777778,0.35978333333333334,29.944444444444443,1.2994472222222222,7378.077777777778,4428.336111111111,199.59085,8512.66111111111,13.708333333333332,106.225,0.3611111111111111,0.0
Desire,mid,1.7999999999999998,2.9999999999999996,2.44,524.8271485714286,0.18976855999999998,5.68,0.26958857142857146,26.1,1.2146885714285713,7697.679999999999,4993.28,238.0538857142857,11067.22,161.45999999999998,5.779999999999999,0.17142857142857143,0.0
DesoLinee,top,0.5999999999999999,2.5,2.0999999999999996,505.55608571428576,0.1825724,7.1,0.33395,14.65,0.6832928571428571,6637.5,3853.5499999999997,180.4681357142857,10553.3,138.79999999999998,1.1999999999999997,0.07142857142857142,0.0
Destroy,top,2.1,3.0,3.4,535.79465,0.271493,13.5,0.41425,43.7,1.3201399999999999,12502.5,8199.1,246.52498,18240.5,258.5,8.4,0.3,0.0
Devin,bot,3.5466666666666664,2.613333333333333,4.246666666666666,769.5280399999999,0.21130209333333333,7.6066666666666665,0.36978000000000005,21.186666666666667,1.01558,9092.3,6347.320000000001,301.0544933333333,16396.379999999997,176.77333333333334,7.326666666666666,0.3333333333333333,0.0
Dhokla,top,2.4375,3.3854166666666665,4.572916666666667,468.40451354166663,0.20584261354166666,12.177083333333334,0.350628125,35.53125,1.0059760416666668,12983.989583333334,8475.229166666666,242.55920312499998,16270.09375,254.3125,9.5,0.4375,0.4375
Dia1,mid,2.7142857142857144,2.8035714285714284,5.75,521.2464660714286,0.2503176678571429,13.517857142857142,0.4131196428571428,45.357142857142854,1.3989875,12390.25,8189.553571428572,257.3120392857143,16810.64285714286,241.26785714285714,14.910714285714286,0.5357142857142857,0.0
Diable,bot,2.9331521739130433,2.0277173913043476,3.6331521739130435,712.9696733695653,0.2057369581521739,11.283695652173913,0.4930326086956522,33.70271739130435,1.4512516304347827,10082.834239130434,7093.324456521739,307.0169266304348,16619.103260869564,201.25380434782608,14.882608695652172,0.4076086956521739,0.0
Diagu,jng,1.0888888888888888,2.488888888888889,2.644444444444444,242.34338888888885,0.10483762333333332,5.9111111111111105,0.2902777777777778,28.466666666666665,1.3877444444444444,6316.488888888888,3620.788888888889,174.47619999999998,4940.677777777778,19.83333333333333,94.96666666666665,0.0,0.0
Diamond,sup,0.7892561983471074,2.1917355371900826,6.7586776859504125,222.63083223140495,0.061650638842975204,33.42892561983471,1.4131512396694215,70.40082644628099,3.014225619834711,5863.490082644627,2850.9247933884294,126.58277107438018,4940.385123966942,27.020661157024794,0.17190082644628096,0.6198347107438017,0.5
Dicey,sup,0.6585365853658537,2.975609756097561,7.7560975609756095,154.67193170731707,0.07596722195121951,39.26829268292683,1.2287780487804878,92.63414634146342,2.9191756097560977,7353.048780487805,3210.9268292682927,101.70659268292682,4939.073170731707,28.902439024390244,0.07317073170731707,0.36585365853658536,0.0
Diesel,top,2.1249999999999996,2.5749999999999997,3.875,620.7731535714286,0.15565527499999998,6.375,0.30026785714285714,13.549999999999999,0.6367607142857142,8111.574999999999,5339.949999999999,254.22286428571428,13143.649999999998,155.95,3.675,0.42857142857142855,0.0
Difference,top,1.711111111111111,2.605555555555555,2.8777777777777778,518.8512166666667,0.16097662777777777,8.011111111111111,0.35886666666666667,20.22222222222222,0.8987166666666666,8382.15,5458.25,243.38473333333332,11665.111111111111,174.33888888888887,3.3833333333333333,0.3333333333333333,0.0
Dioge,mid,3.042528735632184,1.6942528735632185,5.106896551724137,636.0998896551724,0.2037877275862069,10.157471264367816,0.409651724137931,27.83793103448276,1.1314218390804598,10410.601149425287,7202.628735632184,296.4919068965517,15647.23448275862,207.39770114942527,9.948275862068966,0.5747126436781609,0.0
Diplex,mid,2.848314606741573,1.1337078651685393,4.416853932584269,650.8346146067416,0.19368251685393256,9.604494382022471,0.4036168539325843,28.801123595505615,1.1909595505617978,10174.526966292135,7043.061797752809,298.40696404494383,15506.443820224718,207.1393258426966,7.642696629213482,0.6404494382022472,0.7777777777777778
Disamis,jng,2.4909090909090907,2.6,8.381818181818181,389.99676636363637,0.15043351363636365,9.60909090909091,0.28990181818181815,50.88181818181818,1.53163,11178.39090909091,6894.936363636363,213.5681818181818,12815.1,27.71818181818182,155.98181818181817,0.6,0.0
Disconnector,bot,1.6799999999999997,3.0799999999999996,4.34,571.489,0.15842708,6.02,0.29808,15.12,0.72864,7493.92,4893.7,236.92745999999997,12062.4,145.6,4.4799999999999995,0.2,0.0
DizL,bot,2.9749999999999996,2.031944444444444,3.995833333333333,668.6651930555556,0.19207969666666666,8.088888888888889,0.34460138888888886,26.279166666666665,1.0804902777777778,10053.876388888888,6953.022222222222,286.6614347222222,16536.11944444444,200.45277777777775,9.877777777777776,0.3055555555555556,0.0
Dizin,jng,0.9749999999999999,2.3999999999999995,2.425,280.4949964285714,0.10014788,6.424999999999999,0.3052178571428571,28.749999999999996,1.3615928571428573,6389.525,3652.75,174.39742499999997,5780.525,18.025,96.975,0.03571428571428571,0.0
Djoko,jng,1.3151515151515152,2.4606060606060605,3.881818181818182,270.0601303030303,0.09442258212121211,5.345454545454545,0.2442666666666667,32.00909090909091,1.4357878787878788,6891.012121212121,4006.5030303030294,183.961203030303,5903.948484848484,14.763636363636364,97.04545454545455,0.24242424242424243,0.0
DnDn,top,1.430817610062893,2.6792452830188678,3.3025157232704405,442.48527798742134,0.21205081572327045,14.80943396226415,0.48929182389937104,34.079874213836476,1.1041559748427674,11188.927044025157,7223.786792452831,236.3324559748428,13461.45031446541,246.8308176100629,4.128301886792452,0.3081761006289308,0.2785714285714286
Doggo,bot,3.2416107382550337,2.4496644295302015,4.087248322147651,566.4535812080537,0.2689768704697987,18.23489932885906,0.578603355704698,48.7248322147651,1.5358791946308725,13191.44966442953,9114.221476510067,289.84860939597314,18084.8322147651,270.8322147651007,16.08053691275168,0.2953020134228188,0.2953020134228188
Domas,mid,1.5499999999999996,2.6999999999999997,1.75,503.6202285714285,0.17298545,6.049999999999999,0.33699285714285715,14.349999999999998,0.7772071428571429,7096.3,4693.25,258.74407142857143,9172.8,153.65,5.05,0.07142857142857142,0.0
Don Arts,jng,1.2444444444444445,3.3055555555555554,5.794444444444444,352.93001944444444,0.10639039444444444,5.794444444444444,0.23703611111111111,38.597222222222214,1.5286277777777777,7810.327777777778,4557.136111111111,181.9204638888889,9006.99722222222,20.105555555555554,103.07499999999999,0.2777777777777778,0.0
Don Ponk,sup,0.27999999999999997,4.76,3.5,146.31124,0.04767894599999999,27.439999999999998,1.32894,55.85999999999999,2.69072,4647.16,1906.3799999999999,90.85228,3134.74,23.52,0.0,0.0,0.0
Dong,mid,2.8874999999999997,1.9249999999999998,3.383333333333333,661.3710791666666,0.20640022083333331,7.204166666666666,0.327025,22.254166666666663,0.9889375,9597.758333333333,6743.420833333333,308.65354583333334,14546.875,187.51250000000002,11.054166666666667,0.4583333333333333,0.0
Dooly,mid,2.36551724137931,1.8586206896551725,2.268965517241379,552.6664379310345,0.17313051724137932,6.058620689655172,0.28024827586206896,19.96206896551724,0.8862620689655172,9090.344827586207,6231.255172413793,281.0009620689655,12029.524137931034,182.5551724137931,14.289655172413791,0.20689655172413793,0.0
Dopaminw,jng,1.8499999999999999,3.1999999999999997,5.3999999999999995,455.1772285714286,0.12016128499999999,5.549999999999999,0.23590714285714284,34.55,1.4391214285714287,8055.599999999999,5004.349999999999,212.11910714285713,11107.55,18.55,117.85,0.2857142857142857,0.0
Doraemon,top,3.473684210526316,2.973684210526316,5.394736842105263,573.3773,0.22013336578947368,9.736842105263158,0.34337105263157897,23.789473684210527,0.8267552631578947,11228.78947368421,7420.368421052632,254.98770000000002,16826.026315789473,216.42105263157896,2.5789473684210527,0.4473684210526316,0.0
Doran,top,2.409282700421941,2.5527426160337554,5.763713080168777,513.6175464135022,0.22108737805907175,12.481012658227849,0.39228987341772154,35.41772151898734,1.09626582278481,12600.5611814346,8421.637130801688,266.67755443037976,16195.489451476793,244.48945147679325,11.658227848101266,0.6919831223628692,0.6919831223628692
Dorian,sup,0.7978494623655913,2.0322580645161286,6.570967741935483,211.8895946236559,0.06408511365591398,34.277419354838706,1.5525483870967742,65.78494623655914,2.97769247311828,5672.28817204301,2792.0290322580645,126.88550430107526,4682.518279569892,34.36021505376343,0.45913978494623653,0.41935483870967744,0.0
Doss,sup,0.7271028037383177,2.3551401869158877,8.823364485981308,161.95963738317755,0.06700381308411214,54.39439252336449,1.8038420560747663,93.53831775700935,3.1243850467289715,7220.911214953271,3307.7523364485983,111.27230841121496,4829.379439252336,26.83364485981308,0.07476635514018691,0.4672897196261682,0.45121951219512196
Doublelift,bot,4.411764705882353,2.2549019607843137,4.254901960784314,626.6164588235293,0.3035428823529412,11.72549019607843,0.3631745098039215,46.76470588235294,1.4222862745098042,14846.450980392157,10580.862745098038,322.4064470588235,21023.764705882353,302.4901960784314,29.176470588235293,0.43137254901960786,0.43137254901960786
Doux,bot,2.2399999999999998,1.4,4.34,542.85616,0.15541665999999998,11.62,0.48322000000000004,39.06,1.56284,10361.82,7181.0199999999995,289.16846,13720.84,202.16,17.08,0.6,0.0
Dove,mid,2.6097560975609757,2.5121951219512195,4.878048780487805,553.2924768292683,0.24383735365853657,11.768292682926829,0.365559756097561,36.59756097560975,1.1313731707317072,12316.890243902439,8160.975609756098,254.4989512195122,17883.268292682926,261.5121951219512,4.951219512195122,0.43902439024390244,0.4423076923076923
Doxa,mid,2.886153846153846,2.5199999999999996,3.3276923076923075,602.8779353846153,0.17096180769230768,5.029230769230769,0.23153692307692308,17.65076923076923,0.8019907692307692,8559.115384615385,5727.259999999999,265.3707584615385,13276.910769230768,168.3553846153846,6.536923076923077,0.4461538461538462,0.0
Doxa,sup,0.7538461538461537,2.5846153846153843,6.623076923076923,232.33783461538462,0.06495213846153845,24.176923076923075,1.064773076923077,51.55769230769231,2.266526923076923,6315.373076923076,3321.769230769231,141.3805807692308,5385.046153846153,47.411538461538456,2.5576923076923075,0.4230769230769231,0.0
Doxy,top,1.456,1.9739999999999998,3.2479999999999993,453.584162,0.14374033519999999,8.036,0.35092,25.41,1.089428,8421.896,5418.714,235.435382,10553.605999999998,171.40199999999996,5.207999999999999,0.34,0.0
DrCalculus,top,3.3185185185185184,2.2037037037037033,5.055555555555555,720.2080814814815,0.1689606074074074,5.937037037037037,0.28261851851851855,16.074074074074073,0.7592481481481482,8281.907407407407,5525.281481481482,263.1435851851852,15368.68148148148,142.2296296296296,4.666666666666666,0.5925925925925926,0.0
DrChaos,sup,0.6461538461538461,2.2615384615384615,5.653846153846154,197.8824846153846,0.06306443769230768,33.33076923076923,1.4668461538461537,69.08461538461538,3.0423230769230774,5674.092307692307,2691.553846153846,120.27772307692308,4433.207692307692,29.561538461538458,0.05384615384615384,0.38461538461538464,0.0
Dragku,sup,0.9823529411764705,3.050588235294118,10.583529411764706,245.42005529411762,0.08379272294117647,41.05529411764706,1.3899811764705883,86.40941176470588,3.043778823529412,7216.085882352942,3575.050588235294,130.11409294117647,6671.564705882353,33.32705882352941,0.12705882352941178,0.5294117647058824,0.0
Dragonmin,jng,1.5272727272727271,2.290909090909091,6.809090909090909,235.88608181818182,0.06959972727272727,7.445454545454544,0.3093818181818182,31.37272727272727,1.2987818181818183,7402.627272727273,4261.536363636363,180.75068181818182,5700.290909090909,11.899999999999999,102.0090909090909,0.5454545454545454,0.0
Dragonmin,sup,0.9,3.1,6.8999999999999995,293.72201428571424,0.08155223999999998,20.3,1.0173857142857143,48.89999999999999,2.4459285714285715,4896.9,2275.9,116.11445714285715,5763.5,12.7,1.5,0.42857142857142855,0.0
Dragoon,top,1.9218181818181816,2.399090909090909,3.684545454545454,593.0248309090908,0.1657502318181818,6.643636363636364,0.31413636363636366,14.763636363636362,0.6956336363636364,8072.584545454545,5297.930909090908,251.88008727272728,12453.190909090908,154.68727272727273,4.868181818181818,0.5636363636363636,0.0
Drakehero,jng,1.4130434782608696,2.710144927536232,5.395652173913044,300.0899739130435,0.11768766260869566,10.707246376811593,0.41429130434782613,42.80724637681159,1.6219521739130434,8467.485507246376,5025.830434782609,189.2956260869565,7917.633333333332,25.22753623188406,121.34202898550726,0.3188405797101449,0.0
Draktharr,jng,2.7735849056603774,3.30188679245283,6.566037735849057,369.1310745283019,0.15921961415094338,12.952830188679245,0.39014150943396225,52.60377358490566,1.6038396226415095,11162.009433962265,6921.962264150943,214.69154245283016,11921.896226415094,29.72641509433962,159.1320754716981,0.41509433962264153,0.0
Dream,mid,2.6875,2.84375,4.09375,427.74701875,0.21079571875,8.28125,0.26148125,31.15625,0.979378125,11458.84375,7470.5,242.48279375,13359.3125,242.0,7.5625,0.3125,0.3125
Dreedy,top,1.7888888888888888,2.6638888888888888,2.7027777777777775,435.9911916666667,0.14529979527777778,9.041666666666666,0.3765138888888889,26.03611111111111,1.0668916666666666,9175.347222222223,6063.302777777778,252.07388055555555,10647.213888888888,185.69444444444443,7.272222222222221,0.16666666666666666,0.0
Dreilix,bot,2.688636363636363,2.3386363636363634,2.7363636363636363,669.9893204545455,0.19872805909090907,6.459090909090909,0.31269545454545455,16.052272727272726,0.7698250000000001,8321.202272727272,5617.340909090908,271.77377045454546,14029.845454545453,167.58636363636361,4.629545454545454,0.13636363636363635,0.0
Dreto,jng,1.4,2.1999999999999997,6.45,412.55902857142854,0.10654738,4.0,0.19538571428571427,21.849999999999998,1.0383571428571428,7071.849999999999,4374.0,214.66199285714285,8647.999999999998,15.049999999999999,100.89999999999999,0.35714285714285715,0.0
DrewDozer,mid,2.5199999999999996,3.5,4.4799999999999995,597.20548,0.17217045999999997,7.0,0.35009999999999997,18.619999999999997,0.93224,7072.5199999999995,4472.299999999999,220.98296,12052.599999999999,117.46,7.839999999999999,0.2,0.0
Driver,top,2.7,2.7583333333333333,4.891666666666667,594.0954533333334,0.23567133083333333,13.333333333333334,0.4368208333333333,32.475,1.0440274999999999,12328.425,8291.558333333332,271.3778941666667,18142.408333333333,249.60833333333332,6.541666666666667,0.5833333333333334,0.5833333333333334
DuDu,top,2.3757225433526012,2.4104046242774566,3.601156069364162,480.50078439306355,0.21755642023121385,9.15028901734104,0.28409421965317916,31.75722543352601,0.956985549132948,12963.43352601156,8713.728323699423,265.25339884393065,15783.988439306358,276.9653179190751,11.0,0.3815028901734104,0.3815028901734104
DuaLL,sup,0.5444444444444444,2.8388888888888886,5.638888888888889,236.62713333333335,0.07124196333333332,32.420370370370364,1.3814888888888888,69.74074074074075,2.9708666666666668,5643.335185185185,2600.785185185185,111.47882777777778,5502.661111111111,29.54259259259259,0.24629629629629626,0.2777777777777778,0.0
Duck1,bot,3.4166666666666665,3.6666666666666665,3.25,493.12820000000005,0.22799091666666668,10.333333333333334,0.35915,25.0,0.8567916666666666,11513.5,7692.75,263.7192166666667,14660.416666666666,240.66666666666666,3.6666666666666665,0.16666666666666666,0.0
Ducks,sup,0.5999999999999999,2.8999999999999995,4.3999999999999995,178.69844285714288,0.061377009999999996,35.0,1.6773,62.3,2.9966714285714287,5018.900000000001,2359.7,115.5851142857143,3487.2,22.3,0.39999999999999997,0.2857142857142857,0.0
DudsTheBoy,bot,3.342307692307692,2.8576923076923078,4.896153846153846,680.0996807692308,0.23366436538461538,12.61153846153846,0.4481038461538462,42.26538461538461,1.422996153846154,13067.25,9158.9,301.5395076923077,21333.05769230769,252.85384615384615,25.576923076923077,0.34615384615384615,0.0
Duduhh,bot,2.2076923076923074,1.9384615384615385,3.015384615384615,521.3308384615385,0.16422506153846153,7.269230769230769,0.32425384615384617,20.299999999999997,0.8916153846153846,9116.638461538461,6176.1,273.6384076923077,11806.199999999999,192.5,5.3307692307692305,0.3076923076923077,0.0
