playername,kills,deaths,assists,dpm,damageshare,wardsplaced,wpm,visionscore,vspm,totalgold,earnedgold,earned gpm,damagetochampions,minionkills,monsterkills,result,win_percent,elo,position_bot,position_jng,position_mid,position_sup,position_top,performance_score
665,3.2526315789473683,4.052631578947368,7.91578947368421,463.9394484210527,0.1617054157894736,12.610526315789471,0.4275578947368421,43.28421052631579,1.459106315789474,10429.22105263158,6543.115789473684,224.7456421052632,13648.726315789474,22.673684210526314,148.06315789473683,0.5052631578947369,0.5052631578947369,1197.9062342574798,False,True,False,False,False,1095.3894037640432
6zc,1.711111111111111,1.3999999999999997,5.833333333333333,275.7825333333333,0.0864765611111111,8.399999999999999,0.4082,39.355555555555554,1.9087555555555555,7074.7444444444445,4368.777777777777,220.2951444444444,5427.488888888888,19.133333333333333,87.88888888888887,0.5555555555555556,0.0,999.089037312862,False,True,False,False,False,771.7092816159269
6zc,2.66,2.1,3.3599999999999994,380.05908,0.1238722799999999,7.979999999999999,0.35,33.17999999999999,1.45962,7830.479999999999,4856.6,209.03966,9107.98,108.21999999999998,37.52,0.4,0.0,999.089037312862,False,False,False,False,True,852.0592211227793
705,1.5855421686746989,1.813253012048193,3.6686746987951806,430.3377987951807,0.1364920807228915,9.867469879518072,0.4344397590361446,25.225301204819274,1.095321686746988,8405.262650602408,5410.806024096385,235.88311325301208,9899.307228915664,165.06506024096385,5.07710843373494,0.5421686746987951,0.0,1005.1911181507628,False,False,False,False,True,889.5858736172257
781,1.3888888888888888,2.7777777777777777,2.4444444444444446,361.8801888888889,0.21312835,9.88888888888889,0.3780444444444444,20.05555555555556,0.7708666666666667,8619.722222222223,5230.666666666667,203.33524444444444,9454.833333333334,183.88888888888889,3.055555555555556,0.1111111111111111,0.1111111111111111,928.1480896738268,False,False,False,False,True,843.8325384927751
7copy,2.418181818181818,1.9727272727272729,3.627272727272727,416.3139545454545,0.1260734363636363,6.363636363636363,0.2837818181818182,19.98181818181818,0.8879909090909092,9572.88181818182,6599.790909090909,291.71652727272726,9607.372727272726,192.88181818181815,15.463636363636365,0.5454545454545454,0.0,1002.3986502375632,True,False,False,False,False,928.9162930549138
999,1.3695652173913044,2.313043478260869,2.434782608695652,421.5354782608695,0.152672952173913,5.630434782608695,0.2729913043478261,20.08695652173913,0.977608695652174,7607.965217391304,4901.765217391304,236.38320434782608,8765.85652173913,159.87391304347827,4.321739130434782,0.2608695652173913,0.0,971.7826289842964,False,False,False,False,True,832.7287668581174
9God,3.0,4.5,3.0,360.02115000000003,0.1807515,7.5,0.30185,30.5,1.2205,8297.5,4871.5,185.9903,9128.0,10.0,128.5,0.0,0.0,980.238676553089,False,True,False,False,False,850.0087869892699
A Bee,0.95,2.35,5.75,245.3656857142857,0.0593643099999999,23.7,1.1717285714285717,50.4,2.4973,5513.3,2834.65,137.72092857142857,5035.5,42.5,0.0,0.4285714285714285,0.0,992.2469877075472,False,False,False,True,False,702.2437746572763
ACD,1.75,2.577272727272727,3.4045454545454543,561.3699909090909,0.1728002818181818,9.418181818181818,0.43245,24.94545454545454,1.1323681818181817,8434.80909090909,5594.4,255.27893181818183,12267.11818181818,162.24090909090907,5.281818181818181,0.5,0.0,1001.6854039691656,False,False,False,False,True,931.5169684586726
ADD,1.7027027027027024,2.345945945945946,3.708108108108108,566.7179945945946,0.1704634135135135,8.683783783783783,0.3997432432432432,26.997297297297298,1.2362189189189188,8387.135135135135,5554.291891891891,258.5191972972973,12163.937837837835,158.76756756756757,8.418918918918918,0.4864864864864865,0.0,998.4455885681962,False,False,False,False,True,927.0242538898082
AHaHaCiK,1.558064516129032,2.551612903225806,5.837096774193548,374.3200806451613,0.1103704620967741,8.253225806451614,0.3624548387096774,33.08064516129032,1.4543774193548389,7449.129032258063,4475.608064516128,197.60227903225805,8588.875806451611,17.172580645161286,94.96290322580644,0.5,0.0,993.6052115634128,False,True,False,False,False,826.9804154931002
AMI Lojazz,1.0499999999999998,2.45,3.85,423.1261,0.136924655,5.949999999999999,0.27315,29.4,1.3537,6649.65,3811.5,177.24025,8638.0,10.5,111.29999999999998,0.0,0.0,994.3486114632232,False,True,False,False,False,801.5229356591213
ANDARIEL,2.573529411764706,1.8735294117647057,2.6970588235294115,546.8576235294117,0.1731802676470588,7.947058823529411,0.3609470588235294,25.15882352941176,1.128235294117647,9322.826470588234,6427.852941176469,289.9031058823529,12145.473529411764,190.9764705882353,8.770588235294117,0.2058823529411764,0.0,955.1739730929868,True,False,False,False,False,940.138291767915
AOE Wilson,1.0499999999999998,3.5,2.1,361.3084,0.12566295,5.949999999999999,0.3385,20.3,1.1833,5203.799999999999,2900.8,167.8284,6109.25,12.25,81.9,0.0,0.0,995.9717072579516,False,True,False,False,False,719.6598363896512
APA,3.3926553672316384,2.23728813559322,4.830508474576271,682.5916079096046,0.2478318638418079,13.72372881355932,0.4806881355932203,37.42033898305085,1.3217107344632768,12034.867231638418,8416.718079096045,304.2915700564972,19166.626553672315,237.74237288135595,9.798870056497174,0.6101694915254238,0.6060606060606061,1532.1361190865844,False,False,True,False,False,1409.2571094017587
Aang,1.9727272727272724,2.481818181818181,3.881818181818181,453.2555363636364,0.1252252909090909,5.536363636363635,0.2587,13.109090909090908,0.6069181818181818,8142.972727272727,5302.6909090909085,248.6296,9702.0,150.94545454545454,3.945454545454545,0.5454545454545454,0.0,1002.4209272172976,True,False,False,False,False,879.2753321971916
Abbedagge,3.598148148148148,2.2296296296296294,5.67037037037037,732.2153074074075,0.2329418074074074,12.025925925925923,0.4364166666666667,35.859259259259254,1.293340740740741,11844.177777777775,8208.962962962964,298.6886259259259,20265.355555555558,229.86111111111111,9.851851851851851,0.6111111111111112,0.4827586206896552,1129.2690274373033,False,False,True,False,False,1229.180747414458
Ablazeolive,2.5346153846153845,2.3057692307692306,3.507692307692307,736.6331173076923,0.2183192826923077,8.542307692307691,0.3588038461538462,26.559615384615384,1.0906653846153846,9853.526923076925,6674.625,278.33555192307693,17767.1,206.90192307692308,6.451923076923077,0.4423076923076923,0.1818181818181818,989.1163541477074,False,False,True,False,False,1059.589537014366
Able,3.605095541401274,2.5031847133757963,4.745222929936306,641.5570859872611,0.2887971337579618,14.987261146496817,0.4836445859872611,50.853503184713375,1.6167254777070064,13855.171974522293,9778.64331210191,313.35354012738856,20474.1974522293,280.97452229299364,16.94267515923567,0.5159235668789809,0.5159235668789809,1007.9004089824034,True,False,False,False,False,1239.3943965664112
About,2.577272727272727,2.3227272727272723,3.6909090909090905,692.9842613636364,0.202450309090909,11.168181818181818,0.5221431818181818,32.9,1.5161727272727274,9251.677272727273,6431.170454545455,298.3520863636364,15336.379545454543,183.7022727272727,8.909090909090908,0.3863636363636363,0.0,979.299575135656,True,False,False,False,False,1002.6857317212155
About,2.1,2.8,2.8,667.88725,0.2334528,7.35,0.3682499999999999,18.55,0.8824500000000001,7990.5,5422.9,266.67225,14183.4,166.95,2.1,0.0,0.0,979.299575135656,False,False,False,False,True,941.9887261177124
Abyss,1.6666666666666667,4.5,2.6666666666666665,400.4013,0.1851543333333333,6.666666666666667,0.2648999999999999,31.166666666666668,1.2192166666666666,8099.833333333333,4712.666666666667,183.81475,10377.333333333334,24.166666666666668,128.33333333333334,0.0,0.0,979.8029555295324,False,True,False,False,False,863.4747330518982
Accez,1.9027777777777777,4.0,5.891666666666667,268.28009722222225,0.1199529705555555,15.247222222222222,0.4601138888888889,54.88055555555556,1.6577111111111111,10412.019444444444,6116.544444444445,187.7322861111111,8939.21111111111,31.297222222222224,140.10277777777776,0.2777777777777778,0.0,920.5192704752571,False,True,False,False,False,877.7319837292098
Acee,2.5961538461538463,2.769230769230769,4.480769230769231,567.6023730769231,0.2699588201923077,13.028846153846152,0.4274836538461538,35.69230769230769,1.1458682692307691,11381.96153846154,7406.25,240.75298846153845,17684.33653846154,242.8846153846154,6.538461538461538,0.2019230769230769,0.0,939.0611452228962,False,False,True,False,False,1070.9653364602098
Ackerman,1.0,3.25,6.0,290.16632500000003,0.1552549,48.25,1.773225,91.5,3.33305,6596.0,2949.75,106.1768,8473.0,39.5,0.0,0.0,0.0,955.3176643435072,False,False,False,True,False,757.8810627645258
Acorderr,0.7903225806451611,2.856451612903226,6.141935483870967,194.6841548387097,0.05972701,32.22258064516129,1.3541822580645162,77.85806451612903,3.2633225806451613,6021.75,2918.6048387096776,122.90945,4568.538709677418,31.251612903225805,0.3161290322580645,0.5161290322580645,0.0,1020.8416292110402,False,False,False,True,False,717.3342607899372
Adam,2.692913385826772,2.8503937007874014,5.346456692913386,448.106751968504,0.2003192456692913,13.79527559055118,0.4143653543307086,35.99212598425197,1.0737818897637794,12813.133858267716,8468.354330708662,253.88425196850392,15064.937007874016,247.07874015748035,8.724409448818898,0.5748031496062992,0.5748031496062992,1247.5531435079458,False,False,False,False,True,1219.3820323805996
Addusto,1.4291666666666665,2.3625,3.091666666666667,466.94284166666665,0.1340353145833333,7.349999999999999,0.3273916666666667,21.116666666666664,0.9356,8794.508333333333,5819.858333333333,258.3226041666667,10654.408333333333,178.00416666666663,5.454166666666666,0.5833333333333334,0.0,1009.6404023602742,False,False,False,False,True,919.3650927920229
Adiogs,3.9444444444444446,3.4444444444444446,4.722222222222222,715.2966444444444,0.3186745555555555,13.0,0.4214333333333333,37.94444444444444,1.187861111111111,12439.888888888889,8395.444444444445,267.1425388888889,23477.61111111111,243.38888888888889,16.22222222222222,0.3888888888888889,0.3888888888888889,1004.6000113927372,False,False,True,False,False,1232.4356925378652
Adison,2.430555555555556,2.2944444444444443,3.422222222222222,581.7669000000001,0.1909467194444444,6.416666666666666,0.3023972222222222,21.44722222222222,0.9878166666666668,8776.308333333332,5965.049999999999,277.25468611111114,12613.261111111113,170.5861111111111,10.713888888888889,0.3888888888888889,0.0,981.3634814889464,True,False,False,False,False,941.4873122043541
Advienne,0.7727272727272727,2.378181818181818,7.056363636363636,171.61884545454546,0.0603389667272727,41.25272727272728,1.4384218181818182,85.39636363636365,3.042729090909091,6510.090909090909,2820.832727272727,101.04778363636365,4688.629090909091,23.603636363636365,0.0363636363636363,0.4727272727272727,0.3571428571428571,985.56093922215,False,False,False,True,False,707.0943247266555
Ady,1.1666666666666667,3.266666666666666,1.633333333333333,487.9572166666667,0.1863463,7.466666666666666,0.3357666666666667,23.1,1.0540833333333337,7640.849999999999,4737.366666666666,208.65705,11356.45,168.35,1.2833333333333334,0.1666666666666666,0.0,989.338454388565,False,False,False,False,True,878.463236576425
Aegis,2.7777777777777777,2.9166666666666665,7.833333333333333,349.8593037037037,0.1517108,10.36111111111111,0.2977287037037037,42.98148148148148,1.2321796296296297,11973.064814814816,7465.259259259259,216.40195925925929,12039.277777777776,28.074074074074076,178.33333333333334,0.6111111111111112,0.0,1152.6088499610928,False,True,False,False,False,1090.6159933804681
Aeon,2.6923076923076925,1.965384615384615,4.065384615384615,558.3493576923076,0.1843245384615384,7.753846153846154,0.3525461538461538,20.91923076923077,0.9485384615384616,9175.976923076923,6301.426923076922,289.0618346153846,12210.692307692309,185.4730769230769,4.334615384615384,0.5769230769230769,0.0,1010.123201978044,True,False,False,False,False,962.3244291641242
Aetinoth,3.539622641509434,1.4264150943396223,4.041509433962264,708.1459849056604,0.2004392943396226,10.724528301886792,0.4677622641509434,28.079245283018864,1.2218056603773586,9965.305660377358,6973.175471698113,305.377283018868,16490.42830188679,186.2396226415094,10.130188679245284,0.5094339622641509,0.0,1005.4226262872688,True,False,False,False,False,1055.758946230394
Afroboi,1.742391304347826,2.252173913043478,5.105434782608696,301.43134673913045,0.089647297173913,5.470652173913043,0.2438391304347826,29.11086956521739,1.2931902173913044,7259.525,4327.027173913043,194.15247717391304,6699.464130434782,17.09673913043478,97.0032608695652,0.4891304347826087,0.0,983.9385378012996,False,True,False,False,False,785.6589757602128
Ag0nyPain,1.35,2.2,3.35,498.4762500000001,0.1710163499999999,9.45,0.45355,20.4,0.9651785714285712,7792.15,5066.65,238.61412142857145,10443.399999999998,171.5,0.9,0.2142857142857142,0.0,979.813432149718,False,False,True,False,False,870.3493065719445
Agresivoo,1.52875,2.10625,2.69,512.4975037500001,0.1504139914999999,9.4475,0.4176249999999999,24.98875,1.09633375,8377.28125,5418.4625,238.541805,11758.3075,173.93625,4.897499999999999,0.35,0.0,952.259961365917,False,False,False,False,True,894.4408287326545
Aherusi,2.476923076923077,1.9788461538461537,4.926923076923076,524.2378576923077,0.1588025169230769,9.544230769230769,0.4406865384615385,25.29423076923077,1.1525673076923078,8544.186538461538,5669.13846153846,260.15154615384614,11457.707692307691,167.9057692307692,2.476923076923077,0.5192307692307693,0.0,1001.128511825531,False,False,True,False,False,921.8186231910123
Ahj,4.1125,2.1,3.5874999999999995,833.5808,0.183808275,6.387499999999999,0.3072375,13.475,0.6461749999999999,9241.4875,6520.849999999999,313.92385,17371.8125,167.29999999999998,8.487499999999999,0.5,0.0,999.02722788398,False,False,True,False,False,1047.185577625896
Ahn,4.198675496688741,2.6887417218543046,5.271523178807947,660.5940119205299,0.2898845231788079,14.675496688741722,0.4651986754966887,42.17880794701987,1.3265900662251655,13965.324503311258,9862.430463576158,310.9958476821192,21402.947019867548,269.94701986754967,16.337748344370862,0.4437086092715231,0.4437086092715231,1101.4941398435717,True,False,False,False,False,1301.4972696922218
Aikawa,3.045614035087719,1.2157894736842103,4.371929824561403,702.6097807017544,0.1917168105263157,11.875438596491229,0.5096736842105263,32.8140350877193,1.4084473684210526,10170.066666666666,7126.503508771929,305.22367192982455,16852.536842105263,202.52105263157893,12.550877192982457,0.5614035087719298,0.0,1019.3507501334452,True,False,False,False,False,1074.6735641604853
Aiming,4.84,1.4533333333333334,4.742222222222222,661.528072,0.29638436,14.76,0.4533368888888889,49.07555555555555,1.4896484444444444,15497.213333333331,11213.586666666666,342.78415822222223,22026.244444444445,311.3777777777778,21.47111111111111,0.6044444444444445,0.6044444444444445,1465.9062522486947,True,False,False,False,False,1537.0522704690152
Aincardz,1.15,3.0,4.05,351.45032142857144,0.10865057,6.049999999999999,0.2771642857142857,28.95,1.3151785714285715,6752.099999999999,3915.05,181.68691428571427,7732.799999999998,13.3,104.75,0.2857142857142857,0.0,985.1594648196556,False,True,False,False,False,786.0752931067287
Airren,2.8235955056179773,2.422471910112359,3.4292134831460674,555.3281483146067,0.1687924778651685,9.1,0.4171516853932584,23.092134831460672,1.0606842696629213,8569.006741573034,5801.348314606742,271.31706067415735,12228.0404494382,162.58876404494382,8.344943820224719,0.2808988764044944,0.0,953.8262510342634,True,False,False,False,False,915.2210020674315
Aithusa,3.0104477611940297,2.3134328358208958,4.329850746268656,626.670923880597,0.2228610343283582,12.067164179104475,0.4525671641791045,33.485074626865675,1.2552373134328358,10365.864179104476,6929.440298507463,265.8571208955224,16933.870149253733,202.59701492537317,7.8552238805970145,0.3880597014925373,0.0,937.4234622176872,False,False,True,False,False,1033.791736675689
Aito,2.1,2.1,5.6,573.5058,0.14629545,5.6,0.2541,12.95,0.55305,8117.199999999999,5149.2,220.72765,12917.8,160.3,12.6,0.0,0.0,993.7377949283753,False,False,True,False,False,922.7836379275489
Aizo,0.5249999999999999,4.199999999999999,1.75,309.819725,0.12506165,7.874999999999999,0.3935999999999999,16.45,0.849225,5462.45,2881.9,144.01015,6060.25,108.675,0.5249999999999999,0.0,0.0,988.2410313566588,False,False,False,False,True,717.4677907105059
Akaadian,0.7,2.8,2.8,367.70285,0.1260027999999999,11.55,0.5553,31.15,1.4884,7518.699999999999,4635.4,210.35625,8128.4,22.05,111.65,0.0,0.0,995.0207952618254,False,True,False,False,False,825.1442710672309
Akabane,2.23125,1.96875,6.3,314.54230625,0.0929482684375,7.0,0.31794375,33.075,1.495228125,7745.521874999999,4857.409374999999,226.190234375,6763.531249999999,19.90625,104.43125,0.59375,0.0,1011.995296730507,False,True,False,False,False,820.227277880408
Akano,1.0,5.0,3.625,228.0496375,0.1307765,4.25,0.182925,21.25,0.9006625,6878.0,3733.625,157.3362875,5273.375,8.375,98.125,0.125,0.0,947.143051788266,False,True,False,False,False,725.2824646207181
Aki,2.211340206185567,2.4587628865979383,6.592783505154639,327.499637628866,0.138511943814433,11.128865979381445,0.3468381443298968,46.44845360824742,1.459164432989691,10757.340206185569,6613.6082474226805,210.8263551546392,10468.824742268042,26.61855670103093,154.67525773195877,0.5257731958762887,0.5257731958762887,1141.2766345461991,False,True,False,False,False,1023.130491134304
Akia,0.9565217391304348,3.391304347826087,12.08695652173913,217.57314347826087,0.0808618739130434,52.73913043478261,1.6757391304347826,100.6086956521739,3.2169086956521737,7845.130434782609,3789.1739130434794,124.82815652173912,6661.130434782609,34.69565217391305,0.3478260869565217,0.782608695652174,0.0,1104.6478918663083,False,False,False,True,False,837.8374484422415
Akre,2.022222222222222,2.333333333333333,3.733333333333333,416.0981,0.1420978338888888,3.5,0.1426222222222222,35.46666666666667,1.414261111111111,7988.555555555556,4793.1722222222215,192.7146555555556,10623.977777777776,20.18333333333333,111.02777777777776,0.1111111111111111,0.0,965.6175938660344,False,True,False,False,False,860.7336834722104
Aladoric,0.9479166666666666,3.25,12.010416666666666,203.41379479166667,0.0807068072916666,47.82291666666666,1.569375,88.09375,2.912803125,7574.947916666667,3651.8229166666665,124.42320833333332,6038.864583333333,30.291666666666668,0.2083333333333333,0.6145833333333334,0.2666666666666666,1138.1024633818058,False,False,False,True,False,836.3694862697502
Alaric,0.8217391304347825,2.952173913043478,7.882608695652173,221.76920869565217,0.0506039282608695,33.75217391304348,1.5072391304347823,66.5304347826087,2.988634782608696,5680.621739130434,2812.9956521739127,131.27815217391304,4640.391304347825,22.582608695652173,0.0,0.6956521739130435,0.0,1022.9221123630213,False,False,False,True,False,712.62547954079
Alby,1.0499999999999998,1.6333333333333333,4.51111111111111,355.22364444444446,0.1129107894444444,4.238888888888889,0.1860888888888889,35.544444444444444,1.5760555555555555,7264.327777777778,4296.95,191.94308333333333,8427.883333333333,19.988888888888887,101.26666666666668,0.4444444444444444,0.0,995.7154093228856,False,True,False,False,False,818.2314839047547
Ale,2.746031746031746,2.4444444444444446,4.105820105820106,513.0507656084657,0.2195519412698412,12.71957671957672,0.4044756613756613,32.02116402116402,1.011914814814815,12631.74074074074,8532.142857142857,272.19244920634924,16134.142857142857,251.73544973544972,13.603174603174605,0.5343915343915344,0.5343915343915344,1265.2001462750216,False,False,False,False,True,1244.252157927239
Alex,2.264705882352941,2.735294117647059,7.529411764705882,328.54527352941176,0.1395913852941176,10.705882352941176,0.3199882352941176,65.44117647058823,1.941164705882353,10940.558823529413,6597.85294117647,200.47279117647057,10903.117647058823,30.41176470588235,148.7058823529412,0.5588235294117647,0.5588235294117647,1074.3658013627896,False,True,False,False,False,1000.8504025017281
Alex234,1.204,3.108,4.255999999999999,288.46776400000005,0.0886006435999999,6.047999999999999,0.289976,24.556,1.192308,6346.255999999999,3644.732,178.55267200000003,5972.484,10.78,93.94,0.2,0.0,968.3240875309416,False,True,False,False,False,737.6141491513278
Alexx,1.53125,2.1291666666666664,5.220833333333332,296.30470833333334,0.0943687427083333,4.9,0.2097291666666666,30.683333333333334,1.329075,7364.904166666666,4375.568749999999,192.56984791666665,6777.691666666666,17.339583333333334,98.875,0.4791666666666667,0.0,995.3489658441664,False,True,False,False,False,794.8352944967904
Alice,2.488888888888889,1.672222222222222,4.861111111111111,325.6547,0.0899483394444444,3.927777777777777,0.2010944444444444,20.688888888888886,1.0626055555555556,7147.233333333334,4612.688888888889,241.0491555555556,6294.788888888888,11.783333333333331,107.1,0.6111111111111112,0.0,1006.9791100832772,False,True,False,False,False,796.3111365338085
Aliez,2.0083333333333333,1.5833333333333333,3.4666666666666663,547.7592357142858,0.1675368783333333,6.725,0.318272619047619,19.9,0.9270273809523808,8654.9,5862.141666666666,274.54623333333336,11893.658333333333,170.61666666666665,8.625,0.4761904761904761,0.0,1001.85127667781,False,False,False,False,True,935.2521361191308
Alive,0.7,3.0,3.3000000000000003,183.65172857142855,0.0532796199999999,30.0,1.4140142857142857,58.2,2.7622285714285715,5069.4,2322.4999999999995,109.63558571428572,3895.5,42.0,0.0,0.0,0.0,981.9100406346192,False,False,False,True,False,660.0966511750086
Alley,2.5439024390243903,2.3987804878048777,2.919512195121951,572.914037804878,0.1810328475609756,6.615853658536586,0.3142756097560976,18.080487804878047,0.8542524390243902,8707.837804878049,5943.640243902439,281.8147487804878,12206.30975609756,165.6780487804878,6.564634146341463,0.4878048780487805,0.0,996.8116148072824,False,False,False,False,True,940.7252812958272
Allezs,0.9333333333333332,2.333333333333333,2.1,361.48496666666665,0.1320029666666666,9.8,0.4598666666666666,22.866666666666664,1.0584,7170.566666666666,4383.866666666666,202.9937666666667,7860.066666666666,151.89999999999998,1.1666666666666667,0.3333333333333333,0.0,996.4945177107722,False,False,False,False,True,810.5991642350983
Allorim,1.7011627906976745,1.7581395348837208,4.004651162790697,499.30405697674416,0.1441694808139534,7.626744186046511,0.3557162790697674,17.841860465116277,0.8291779069767441,8106.431395348837,5308.254651162791,250.57278255813955,10597.934883720927,162.66046511627906,2.783720930232558,0.4883720930232558,0.0,993.2933815680516,False,False,False,False,True,889.3457811339988
Aloned,2.38,2.1,3.08,573.4358599999999,0.1786582,12.88,0.5534,38.64,1.66604,10091.759999999998,7061.32,305.98304,13334.859999999995,215.6,6.3,0.6,0.0,1002.596207628478,False,False,True,False,False,1007.8046451614132
